"id","A_Kanton","D_Jahr","D_Forstzone","D_Eigentümertyp","D_Holzartengruppe","M_Holzernte.Total","M_Stammholz","M_Industrieholz","M_Energieholz.Total","M_Stück.Energieholz","M_X...Hack.Energieholz","M_Übrige.Sortimente"
6,"Obwalden",2019,"Alpen","Eigentümertyp - Total","Nadelholz","3573","2914","448","173","173","0","38"
6,"Obwalden",2019,"Alpen","Eigentümertyp - Total","Laubholz","7044","0","16","7028","5537","1491","0"
6,"Obwalden",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","10479","2914","464","7101","5610","1491","0"
6,"Obwalden",2019,"Alpen","Öffentliche Wälder","Nadelholz","3472","2914","448","110","110","0","0"
6,"Obwalden",2019,"Alpen","Öffentliche Wälder","Laubholz","7007","0","16","6991","5500","1491","0"
6,"Obwalden",2019,"Alpen","Privatwälder","Holzartengruppe - Total","138","0","0","100","100","0","38"
6,"Obwalden",2019,"Alpen","Privatwälder","Nadelholz","101","0","0","63","63","0","38"
6,"Obwalden",2019,"Alpen","Privatwälder","Laubholz","37","0","0","37","37","0","0"
7,"Nidwalden",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","43360","17271","4194","21854","9373","12481","41"
8,"Glarus",2019,"Alpen","Eigentümertyp - Total","Nadelholz","25618","17080","1662","6855","853","6002","21"
8,"Glarus",2019,"Alpen","Eigentümertyp - Total","Laubholz","17742","191","2532","14999","8520","6479","20"
8,"Glarus",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","38347","16244","3355","18724","7297","11427","24"
8,"Glarus",2019,"Alpen","Öffentliche Wälder","Nadelholz","24008","16068","1500","6419","678","5741","21"
8,"Glarus",2019,"Alpen","Öffentliche Wälder","Laubholz","14339","176","1855","12305","6619","5686","3"
8,"Glarus",2019,"Alpen","Privatwälder","Holzartengruppe - Total","5013","1027","839","3130","2076","1054","17"
8,"Glarus",2019,"Alpen","Privatwälder","Nadelholz","1610","1012","162","436","175","261","0"
8,"Glarus",2019,"Alpen","Privatwälder","Laubholz","3403","15","677","2694","1901","793","17"
9,"Zug",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
17,"St. Gallen",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","38023","20029","3045","14942","5463","9479","7"
17,"St. Gallen",2019,"Alpen","Eigentümertyp - Total","Nadelholz","27382","18327","1754","7294","1503","5791","7"
17,"St. Gallen",2019,"Alpen","Eigentümertyp - Total","Laubholz","10641","1702","1291","7648","3960","3688","0"
17,"St. Gallen",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","29128","15459","2059","11603","3375","8228","7"
17,"St. Gallen",2019,"Alpen","Öffentliche Wälder","Nadelholz","21907","14535","1477","5888","912","4976","7"
17,"St. Gallen",2019,"Alpen","Öffentliche Wälder","Laubholz","7221","924","582","5715","2463","3252","0"
17,"St. Gallen",2019,"Alpen","Privatwälder","Holzartengruppe - Total","8895","4570","986","3339","2088","1251","0"
17,"St. Gallen",2019,"Alpen","Privatwälder","Nadelholz","5475","3792","277","1406","591","815","0"
17,"St. Gallen",2019,"Alpen","Privatwälder","Laubholz","3420","778","709","1933","1497","436","0"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","288967","172459","3656","112720","54712","58008","132"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen","Eigentümertyp - Total","Nadelholz","273563","172384","3537","97528","47195","50333","114"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen","Eigentümertyp - Total","Laubholz","15404","75","119","15192","7517","7675","18"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","258895","155936","1206","101624","47033","54591","129"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen","Öffentliche Wälder","Nadelholz","247416","155930","1206","90166","42407","47759","114"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen","Öffentliche Wälder","Laubholz","11479","6","0","11458","4626","6832","15"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen","Privatwälder","Holzartengruppe - Total","30072","16523","2450","11096","7679","3417","3"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen","Privatwälder","Nadelholz","26147","16454","2331","7362","4788","2574","0"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen","Privatwälder","Laubholz","3925","69","119","3734","2891","843","3"
19,"Aargau",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
19,"Aargau",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
19,"Aargau",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
19,"Aargau",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
21,"Ticino",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
21,"Ticino",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
21,"Ticino",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
22,"Vaud",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","46298","21912","7650","16736","11006","5730","0"
22,"Vaud",2019,"Alpen","Eigentümertyp - Total","Nadelholz","32366","20963","4691","6712","5221","1491","0"
22,"Vaud",2019,"Alpen","Eigentümertyp - Total","Laubholz","13932","949","2959","10024","5785","4239","0"
22,"Vaud",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","34452","17073","4686","12693","6963","5730","0"
22,"Vaud",2019,"Alpen","Öffentliche Wälder","Nadelholz","23932","16136","2663","5133","3642","1491","0"
22,"Vaud",2019,"Alpen","Öffentliche Wälder","Laubholz","10520","937","2023","7560","3321","4239","0"
22,"Vaud",2019,"Alpen","Privatwälder","Holzartengruppe - Total","11846","4839","2964","4043","4043","0","0"
22,"Vaud",2019,"Alpen","Privatwälder","Nadelholz","8434","4827","2028","1579","1579","0","0"
22,"Vaud",2019,"Alpen","Privatwälder","Laubholz","3412","12","936","2464","2464","0","0"
23,"Valais / Wallis",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","103554","41809","13607","48127","24463","23664","11"
23,"Valais / Wallis",2019,"Alpen","Eigentümertyp - Total","Nadelholz","95442","41809","13465","40157","19386","20771","11"
23,"Valais / Wallis",2019,"Alpen","Eigentümertyp - Total","Laubholz","8112","0","142","7970","5077","2893","0"
23,"Valais / Wallis",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","99523","40694","13333","45485","22490","22995","11"
23,"Valais / Wallis",2019,"Alpen","Öffentliche Wälder","Nadelholz","92467","40694","13216","38546","18374","20172","11"
23,"Valais / Wallis",2019,"Alpen","Öffentliche Wälder","Laubholz","7056","0","117","6939","4116","2823","0"
23,"Valais / Wallis",2019,"Alpen","Privatwälder","Holzartengruppe - Total","4031","1115","274","2642","1973","669","0"
23,"Valais / Wallis",2019,"Alpen","Privatwälder","Nadelholz","2975","1115","249","1611","1012","599","0"
23,"Valais / Wallis",2019,"Alpen","Privatwälder","Laubholz","1056","0","25","1031","961","70","0"
24,"Neuchâtel",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen","Privatwälder","Laubholz","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
1,"Zürich",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
2,"Bern / Berne",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
2,"Bern / Berne",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
2,"Bern / Berne",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
2,"Bern / Berne",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
2,"Bern / Berne",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
2,"Bern / Berne",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
2,"Bern / Berne",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
2,"Bern / Berne",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
2,"Bern / Berne",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
3,"Luzern",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
4,"Uri",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
4,"Uri",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
4,"Uri",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
4,"Uri",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
4,"Uri",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
4,"Uri",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
4,"Uri",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
4,"Uri",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
4,"Uri",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
