"id","A_Kanton","D_Jahr","D_Forstzone","D_Eigentümertyp","D_Holzartengruppe","M_Holzernte.Total","M_Stammholz","M_Industrieholz","M_Energieholz.Total","M_Stück.Energieholz","M_X...Hack.Energieholz","M_Übrige.Sortimente"
2,"Bern / Berne",2019,"Mittelland","Privatwälder","Nadelholz","125822","89271","10685","25857","8400","17457","9"
2,"Bern / Berne",2019,"Mittelland","Privatwälder","Laubholz","39671","7087","6504","26071","10638","15433","9"
3,"Luzern",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","93357","42989","18787","31491","12190","19301","90"
3,"Luzern",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","69728","40263","12951","16435","5634","10801","79"
3,"Luzern",2019,"Mittelland","Eigentümertyp - Total","Laubholz","23629","2726","5836","15056","6556","8500","11"
3,"Luzern",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","21083","9365","4146","7486","1958","5528","85"
3,"Luzern",2019,"Mittelland","Öffentliche Wälder","Nadelholz","15717","8850","2703","4089","869","3220","76"
3,"Luzern",2019,"Mittelland","Öffentliche Wälder","Laubholz","5365","515","1443","3397","1089","2309","10"
3,"Luzern",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","72274","33624","14641","24005","10232","13773","5"
3,"Luzern",2019,"Mittelland","Privatwälder","Nadelholz","54011","31413","10248","12346","4765","7581","4"
3,"Luzern",2019,"Mittelland","Privatwälder","Laubholz","18264","2211","4393","11659","5467","6191","2"
4,"Uri",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
4,"Uri",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
4,"Uri",2019,"Mittelland","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
4,"Uri",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
4,"Uri",2019,"Mittelland","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
4,"Uri",2019,"Mittelland","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
4,"Uri",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
4,"Uri",2019,"Mittelland","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
4,"Uri",2019,"Mittelland","Privatwälder","Laubholz","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Mittelland","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Mittelland","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Mittelland","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Mittelland","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
5,"Schwyz",2019,"Mittelland","Privatwälder","Laubholz","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Mittelland","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Mittelland","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Mittelland","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Mittelland","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
6,"Obwalden",2019,"Mittelland","Privatwälder","Laubholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Mittelland","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Mittelland","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Mittelland","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Mittelland","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
7,"Nidwalden",2019,"Mittelland","Privatwälder","Laubholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
8,"Glarus",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Mittelland","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
8,"Glarus",2019,"Mittelland","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Mittelland","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
8,"Glarus",2019,"Mittelland","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Mittelland","Privatwälder","Laubholz","...","...","...","...","...","...","..."
9,"Zug",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","16299","7349","469","8481","492","7989","0"
9,"Zug",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","11118","6684","448","3986","82","3904","0"
9,"Zug",2019,"Mittelland","Eigentümertyp - Total","Laubholz","5181","665","21","4495","410","4085","0"
9,"Zug",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","8162","3598","171","4393","266","4127","0"
9,"Zug",2019,"Mittelland","Öffentliche Wälder","Nadelholz","6110","3381","171","2558","76","2482","0"
9,"Zug",2019,"Mittelland","Öffentliche Wälder","Laubholz","2052","217","0","1835","190","1645","0"
9,"Zug",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","8137","3751","298","4088","226","3862","0"
9,"Zug",2019,"Mittelland","Privatwälder","Nadelholz","5008","3303","277","1428","6","1422","0"
9,"Zug",2019,"Mittelland","Privatwälder","Laubholz","3129","448","21","2660","220","2440","0"
10,"Fribourg / Freiburg",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","126484","56569","4464","65431","16743","48688","20"
10,"Fribourg / Freiburg",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","82126","53380","4096","24650","3381","21269","0"
10,"Fribourg / Freiburg",2019,"Mittelland","Eigentümertyp - Total","Laubholz","44358","3189","368","40781","13362","27419","20"
10,"Fribourg / Freiburg",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","86792","38187","2523","46062","7326","38736","20"
10,"Fribourg / Freiburg",2019,"Mittelland","Öffentliche Wälder","Nadelholz","55448","35709","2197","17542","353","17189","0"
10,"Fribourg / Freiburg",2019,"Mittelland","Öffentliche Wälder","Laubholz","31344","2478","326","28520","6973","21547","20"
10,"Fribourg / Freiburg",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","39692","18382","1941","19369","9417","9952","0"
10,"Fribourg / Freiburg",2019,"Mittelland","Privatwälder","Nadelholz","26678","17671","1899","7108","3028","4080","0"
10,"Fribourg / Freiburg",2019,"Mittelland","Privatwälder","Laubholz","13014","711","42","12261","6389","5872","0"
11,"Solothurn",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","70144","31427","20707","18010","5977","12033","0"
11,"Solothurn",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","46132","27659","14146","4327","1652","2675","0"
11,"Solothurn",2019,"Mittelland","Eigentümertyp - Total","Laubholz","24012","3768","6561","13683","4325","9358","0"
11,"Solothurn",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","61738","28369","19509","13860","2424","11436","0"
11,"Solothurn",2019,"Mittelland","Öffentliche Wälder","Nadelholz","40881","24929","13255","2697","121","2576","0"
11,"Solothurn",2019,"Mittelland","Öffentliche Wälder","Laubholz","20857","3440","6254","11163","2303","8860","0"
11,"Solothurn",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","8406","3058","1198","4150","3553","597","0"
11,"Solothurn",2019,"Mittelland","Privatwälder","Nadelholz","5251","2730","891","1630","1531","99","0"
11,"Solothurn",2019,"Mittelland","Privatwälder","Laubholz","3155","328","307","2520","2022","498","0"
12,"Basel-Stadt",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Mittelland","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Mittelland","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Mittelland","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Mittelland","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Mittelland","Privatwälder","Laubholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Mittelland","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Mittelland","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Mittelland","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Mittelland","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Mittelland","Privatwälder","Laubholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","12131","5612","1713","4806","940","3866","0"
14,"Schaffhausen",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","10425","5285","1526","3614","550","3064","0"
14,"Schaffhausen",2019,"Mittelland","Eigentümertyp - Total","Laubholz","1706","327","187","1192","390","802","0"
14,"Schaffhausen",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","8933","4103","1318","3512","550","2962","0"
14,"Schaffhausen",2019,"Mittelland","Öffentliche Wälder","Nadelholz","7697","3856","1131","2710","350","2360","0"
14,"Schaffhausen",2019,"Mittelland","Öffentliche Wälder","Laubholz","1236","247","187","802","200","602","0"
14,"Schaffhausen",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","3198","1509","395","1294","390","904","0"
14,"Schaffhausen",2019,"Mittelland","Privatwälder","Nadelholz","2728","1429","395","904","200","704","0"
14,"Schaffhausen",2019,"Mittelland","Privatwälder","Laubholz","470","80","0","390","190","200","0"
15,"Appenzell Ausserrhoden",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Mittelland","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Mittelland","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Mittelland","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Mittelland","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Mittelland","Privatwälder","Laubholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Mittelland","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Mittelland","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Mittelland","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Mittelland","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Mittelland","Privatwälder","Laubholz","...","...","...","...","...","...","..."
17,"St. Gallen",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","65301","35909","3746","25560","9953","15607","86"
17,"St. Gallen",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","40528","30463","1737","8242","1792","6450","86"
17,"St. Gallen",2019,"Mittelland","Eigentümertyp - Total","Laubholz","24773","5446","2009","17318","8161","9157","0"
17,"St. Gallen",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","32398","18559","1223","12616","3159","9457","0"
17,"St. Gallen",2019,"Mittelland","Öffentliche Wälder","Nadelholz","20381","15992","670","3719","149","3570","0"
17,"St. Gallen",2019,"Mittelland","Öffentliche Wälder","Laubholz","12017","2567","553","8897","3010","5887","0"
17,"St. Gallen",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","32903","17350","2523","12944","6794","6150","86"
17,"St. Gallen",2019,"Mittelland","Privatwälder","Nadelholz","20147","14471","1067","4523","1643","2880","86"
17,"St. Gallen",2019,"Mittelland","Privatwälder","Laubholz","12756","2879","1456","8421","5151","3270","0"
18,"Graubünden / Grigioni / Grischun",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Mittelland","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Mittelland","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Mittelland","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Mittelland","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Mittelland","Privatwälder","Laubholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","270915","111462","30138","129223","28233","100990","92"
19,"Aargau",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","164853","92807","20609","51375","5541","45834","62"
19,"Aargau",2019,"Mittelland","Eigentümertyp - Total","Laubholz","106062","18655","9529","77848","22692","55156","30"
19,"Aargau",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","220808","90397","25409","105002","17576","87426","0"
19,"Aargau",2019,"Mittelland","Öffentliche Wälder","Nadelholz","131777","75055","16863","39859","1387","38472","0"
19,"Aargau",2019,"Mittelland","Öffentliche Wälder","Laubholz","89031","15342","8546","65143","16189","48954","0"
19,"Aargau",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","50107","21065","4729","24221","10657","13564","92"
19,"Aargau",2019,"Mittelland","Privatwälder","Nadelholz","33076","17752","3746","11516","4154","7362","62"
19,"Aargau",2019,"Mittelland","Privatwälder","Laubholz","17031","3313","983","12705","6503","6202","30"
20,"Thurgau",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","149402","70834","7670","70770","21300","49470","128"
20,"Thurgau",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","104082","62378","7400","34258","4971","29287","46"
20,"Thurgau",2019,"Mittelland","Eigentümertyp - Total","Laubholz","45320","8456","270","36512","16329","20183","82"
20,"Thurgau",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","64887","30404","2899","31503","8983","22520","81"
20,"Thurgau",2019,"Mittelland","Öffentliche Wälder","Nadelholz","40412","25362","2712","12334","888","11446","4"
20,"Thurgau",2019,"Mittelland","Öffentliche Wälder","Laubholz","24475","5042","187","19169","8095","11074","77"
20,"Thurgau",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","84515","40430","4771","39267","12317","26950","47"
20,"Thurgau",2019,"Mittelland","Privatwälder","Nadelholz","63670","37016","4688","21924","4083","17841","42"
20,"Thurgau",2019,"Mittelland","Privatwälder","Laubholz","20845","3414","83","17343","8234","9109","5"
21,"Ticino",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
21,"Ticino",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Mittelland","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
21,"Ticino",2019,"Mittelland","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Mittelland","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
21,"Ticino",2019,"Mittelland","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Mittelland","Privatwälder","Laubholz","...","...","...","...","...","...","..."
22,"Vaud",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","177599","88166","17587","71584","62038","9546","262"
22,"Vaud",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","105673","80022","15417","10156","7421","2735","78"
22,"Vaud",2019,"Mittelland","Eigentümertyp - Total","Laubholz","71926","8144","2170","61428","54617","6811","184"
22,"Vaud",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","143184","74766","14079","54123","44577","9546","216"
22,"Vaud",2019,"Mittelland","Öffentliche Wälder","Nadelholz","88215","67519","12324","8340","5605","2735","32"
22,"Vaud",2019,"Mittelland","Öffentliche Wälder","Laubholz","54969","7247","1755","45783","38972","6811","184"
22,"Vaud",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","34415","13400","3508","17461","17461","0","46"
22,"Vaud",2019,"Mittelland","Privatwälder","Nadelholz","17458","12503","3093","1816","1816","0","46"
22,"Vaud",2019,"Mittelland","Privatwälder","Laubholz","16957","897","415","15645","15645","0","0"
23,"Valais / Wallis",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Mittelland","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Mittelland","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Mittelland","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Mittelland","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Mittelland","Privatwälder","Laubholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Mittelland","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Mittelland","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Mittelland","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Mittelland","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Mittelland","Privatwälder","Laubholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","7285","719","262","6282","1435","4847","22"
25,"Genève",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","587","307","258","0","0","0","22"
25,"Genève",2019,"Mittelland","Eigentümertyp - Total","Laubholz","6698","412","4","6282","1435","4847","0"
25,"Genève",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","4763","557","255","3942","1215","2727","9"
25,"Genève",2019,"Mittelland","Öffentliche Wälder","Nadelholz","565","303","254","0","0","0","9"
25,"Genève",2019,"Mittelland","Öffentliche Wälder","Laubholz","4198","255","2","3942","1215","2727","0"
25,"Genève",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","2522","162","7","2340","220","2120","13"
25,"Genève",2019,"Mittelland","Privatwälder","Nadelholz","22","4","4","0","0","0","13"
25,"Genève",2019,"Mittelland","Privatwälder","Laubholz","2500","157","2","2340","220","2120","0"
26,"Jura",2019,"Mittelland","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
26,"Jura",2019,"Mittelland","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Mittelland","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Mittelland","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
26,"Jura",2019,"Mittelland","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Mittelland","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Mittelland","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
26,"Jura",2019,"Mittelland","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Mittelland","Privatwälder","Laubholz","...","...","...","...","...","...","..."
1,"Zürich",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","8184","3502","873","3809","863","2946","0"
1,"Zürich",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","5136","3081","816","1239","34","1205","0"
1,"Zürich",2019,"Voralpen","Eigentümertyp - Total","Laubholz","3048","421","57","2570","829","1741","0"
1,"Zürich",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","3446","1765","418","1263","443","820","0"
1,"Zürich",2019,"Voralpen","Öffentliche Wälder","Nadelholz","2058","1488","381","189","0","189","0"
1,"Zürich",2019,"Voralpen","Öffentliche Wälder","Laubholz","1388","277","37","1074","443","631","0"
1,"Zürich",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","4738","1737","455","2546","420","2126","0"
1,"Zürich",2019,"Voralpen","Privatwälder","Nadelholz","3078","1593","435","1050","34","1016","0"
1,"Zürich",2019,"Voralpen","Privatwälder","Laubholz","1660","144","20","1496","386","1110","0"
2,"Bern / Berne",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","290263","164894","25717","98862","40681","58181","790"
2,"Bern / Berne",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","249514","161192","21897","65635","24827","40808","790"
2,"Bern / Berne",2019,"Voralpen","Eigentümertyp - Total","Laubholz","40749","3702","3820","33227","15854","17373","0"
2,"Bern / Berne",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","105947","64160","10388","31184","10424","20760","215"
2,"Bern / Berne",2019,"Voralpen","Öffentliche Wälder","Nadelholz","87866","62295","8756","16600","3378","13222","215"
2,"Bern / Berne",2019,"Voralpen","Öffentliche Wälder","Laubholz","18081","1865","1632","14584","7046","7538","0"
2,"Bern / Berne",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","184316","100734","15329","67678","30257","37421","575"
2,"Bern / Berne",2019,"Voralpen","Privatwälder","Nadelholz","161648","98897","13141","49035","21449","27586","575"
2,"Bern / Berne",2019,"Voralpen","Privatwälder","Laubholz","22668","1837","2188","18643","8808","9835","0"
3,"Luzern",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","98570","52249","22998","23292","6776","16516","31"
3,"Luzern",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","81508","49945","19025","12511","4127","8384","27"
3,"Luzern",2019,"Voralpen","Eigentümertyp - Total","Laubholz","17062","2304","3973","10781","2649","8132","4"
3,"Luzern",2019,"Voralpen","Öffentliche Wälder","Holzartengruppe - Total","34588","15804","7093","11683","3354","8329","8"
3,"Luzern",2019,"Voralpen","Öffentliche Wälder","Nadelholz","27177","15043","6203","5926","2528","3398","5"
3,"Luzern",2019,"Voralpen","Öffentliche Wälder","Laubholz","7411","761","890","5757","826","4931","3"
3,"Luzern",2019,"Voralpen","Privatwälder","Holzartengruppe - Total","63982","36445","15905","11609","3422","8187","23"
3,"Luzern",2019,"Voralpen","Privatwälder","Nadelholz","54331","34902","12822","6585","1599","4986","22"
3,"Luzern",2019,"Voralpen","Privatwälder","Laubholz","9651","1543","3083","5024","1823","3201","1"
4,"Uri",2019,"Voralpen","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
4,"Uri",2019,"Voralpen","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
4,"Uri",2019,"Voralpen","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
